car_make,car_model,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Toyota,Rav4,2006,244000,,,White,,,            Drive          ,,Perfect inside out,27000
Suzuki,APV,2011,300000,,,White,,,            Drive          ,,Perfect inside out,100000
Toyota,Land,2013,260000,,,White,,,            Drive          ,,Perfect inside out,40000
Hyundai,County,2019,23000,,,Bronze,,,            Drive          ,,Perfect inside out,17000
Toyota,Rav4,2015,200000,,,Black,,,            Drive          ,,Perfect inside out,38000
Hyundai,Azera,2013,235000,,,White,,,            Drive          ,,Perfect inside out,18000
Hyundai,Elantra,2016,156000,,,Red,,,            Drive          ,,Perfect inside out,25000
Hyundai,Elantra,2015,115000,,,Black,,,            Drive          ,,Perfect inside out,28000
Hyundai,Sonata,2008,253000,,,Red,,,            Drive          ,,Perfect inside out,11000
Hyundai,Tucson,2013,198000,,,White,,,            Drive          ,,Perfect inside out,25000
Hyundai,Accent,2014,172000,,,White,,,            Drive          ,,Perfect inside out,15000
Toyota,Camry,2004,400000,,,Blue,,,            Drive          ,,Perfect inside out,5000
Toyota,Camry,2010,230000,,,Brown,,,            Drive          ,,Perfect inside out,20000
Hyundai,Elantra,2015,390000,,,Red,,,            Drive          ,,Perfect inside out,18000
Kia,Sportage,2018,70000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2020,150000,,,White,,,            Drive          ,,Perfect inside out,40000
Toyota,Cressida,1991,310000,Manual,Petrol,Gray,4.0,2.0,            Drive          ,4,Perfect inside out,16000
Hyundai,Elantra,2016,125000,,,Gray,,,            Drive          ,,Perfect inside out,18000
Toyota,Yaris,2016,199000,,,White,,,            Drive          ,,Perfect inside out,22000
Toyota,Hilux,2017,112000,,,White,,,            Drive          ,,Perfect inside out,30000
Toyota,Hilux,2018,19000,,,White,,,            Drive          ,,Perfect inside out,100000
Toyota,Hilux,2008,162000,,,White,,,            Drive          ,,Perfect inside out,45000
Toyota,Yaris,2017,139000,,,Brown,,,            Drive          ,,Perfect inside out,25000
Toyota,Corolla,2016,88000,,,White,,,            Drive          ,,Perfect inside out,21000
Mitsubishi,Pajero,2016,75000,Automatic,Petrol,Silver,5.0,3800.0,            All Wheel Drive          ,6,Perfect inside out,75000
Renault,Fluence,2015,177000,CVT,Petrol,White,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,20000
Chevrolet,Captiva,2021,43000,CVT,Petrol,Gray,5.0,1500.0,            Front Wheel Drive          ,4,Minor wear and tear,56999
Audi,Q5,2020,65000,Automatic,Petrol,White,5.0,2000.0,            All Wheel Drive          ,4,Perfect inside out,175000
Toyota,Corolla,2006,190000,CVT,Petrol,Silver,4.0,1500.0,            Front Wheel Drive          ,3,Perfect inside out,7000
Chevrolet,Traverse,2009,205000,Automatic,Petrol,Burgundy,5.0,3600.0,            All Wheel Drive          ,6,Minor wear and tear,23500
Geely,Emgrand,2013,60000,Automatic,Petrol,White,4.0,2000.0,            Front Wheel Drive          ,4,Perfect inside out,20000
Toyota,Yaris,2015,154000,Automatic,,,,,            Drive          ,4,,25000
Hyundai,Santa,2014,242000,Automatic,,,,,            Drive          ,6,,40000
Kia,Picanto,2014,89000,Manual,,,,,            Drive          ,3,,22000
Honda,Accord,2018,146000,Automatic,,,,,            Drive          ,4,,67000
Kia,Sportage,2015,136000,Automatic,,,,,            Drive          ,4,,44000
BMW,7,2020,50000,Automatic,,,,,            Drive          ,4,,320000
Porsche,Cayenne,2016,119000,Automatic,,,,,            Drive          ,6,,143000
Toyota,Camry,2017,88000,Automatic,,,,,            Drive          ,4,,70000
Lexus,GS,2016,220000,Automatic,,,,,            Drive          ,6,,125000
Toyota,Fortuner,2012,320000,Automatic,,,,,            Drive          ,4,,42000
Mercedes-Benz,S-Class,2013,193000,Automatic,,,,,            Drive          ,6,,125000
Hyundai,Elantra,2014,211000,Automatic,,,,,            Drive          ,4,,25000
Toyota,Sequoia,2015,130000,Automatic,,,,,            Drive          ,8,,87500
BMW,M5,2013,137000,Automatic,,,,,            Drive          ,8,,120000
Nissan,Patrol,2017,181000,Automatic,,Grey,,,            Drive          ,8,,140000
Ford,Taurus,2013,218000,Automatic,,,,,            Drive          ,6,,36000
Honda,CR-V,2010,214000,Automatic,,,,,            Drive          ,4,,29000
Kia,Optima,2017,108000,Automatic,,,,,            Drive          ,4,,61000
Toyota,Camry,2019,117000,Automatic,,,,,            Drive          ,4,,89000
Mercedes-Benz,S-Class,2015,147000,Automatic,,,,,            Drive          ,6,,203000
Nissan,Armada,2010,155000,Automatic,,,,,            Drive          ,6,,30000
Toyota,Yaris,2019,40000,Automatic,,,,,            Drive          ,4,,46000
Hyundai,Accent,2015,107000,Automatic,,,,,            Drive          ,4,,25000
Nissan,Sentra,2016,258000,Automatic,,,,,            Drive          ,4,,29000
Hyundai,Tucson,2016,90000,Automatic,,,,,            Drive          ,4,,80000
Ford,Expedition,2015,238000,Automatic,,,,,            Drive          ,6,,76000
GMC,Yukon,2013,177000,Automatic,,,,,            Drive          ,8,,65000
Infiniti,Q70,2015,115000,Automatic,,,,,            Drive          ,6,,87000
Nissan,Sentra,2016,187000,Automatic,,,,,            Drive          ,4,,35000
Mercedes-Benz,ML,2013,217000,Automatic,,,,,            Drive          ,8,,130000
Renault,Symbol,2016,159000,Automatic,,,,,            Drive          ,4,,17000
Porsche,Cayenne,2012,131000,Automatic,,,,,            Drive          ,8,,85000
MG,ZS,2020,28000,Automatic,,,,,            Drive          ,4,,50000
Hyundai,Tucson,2013,218000,Automatic,,,,,            Drive          ,4,,30000
Mazda,CX-9,2016,131000,Automatic,,,,,            Drive          ,6,,66500
Kia,Sorento,2015,138000,Automatic,,,,,            Drive          ,4,,50000
Chevrolet,Cruze,2013,157000,Automatic,,,,,            Drive          ,4,,19000
Jeep,Cherokee,2016,175000,Automatic,,,,,            Drive          ,4,,48000
Toyota,Camry,2016,319000,Automatic,,,,,            Drive          ,4,,53000
Lexus,LS,2011,247000,Automatic,,,,,            Drive          ,8,,70000
Ford,Explorer,2021,70,Automatic,,,,,            Drive          ,4,,180000
Land Rover,Rover,2016,69000,Automatic,,,,,            Drive          ,6,,223500
GMC,Yukon,2017,49000,Automatic,,,,,            Drive          ,8,,130000
Lexus,LS,2014,227000,Automatic,,,,,            Drive          ,6,,110000
Lexus,ES,2017,63000,Automatic,,,,,            Drive          ,6,,120000
Kia,Rio,2016,297000,Automatic,,,,,            Drive          ,4,,24000
Dodge,Charger,2013,206000,Automatic,,,,,            Drive          ,6,,41000
BMW,X2,2021,40000,Automatic,,,,,            Drive          ,4,,147500
Ford,Taurus,2015,187000,Automatic,,,,,            Drive          ,6,,46000
Toyota,Innova,2013,389000,Manual,,,,,            Drive          ,4,,25000
BMW,X5,2018,63000,Automatic,,,,,            Drive          ,6,,152500
Toyota,Innova,2013,395000,Automatic,,,,,            Drive          ,4,,33000
Renault,Fluence,2014,130000,Automatic,,,,,            Drive          ,4,,18000
Audi,A8,2016,68000,Automatic,,,,,            Drive          ,6,,152000
Toyota,Corolla,2020,117000,Automatic,,,,,            Drive          ,4,,65000
Ford,Taurus,2021,46000,Automatic,,,,,            Drive          ,4,,130500
Kia,Rio,2018,65000,Automatic,,,,,            Drive          ,4,,49000
Toyota,Fortuner,2015,184000,Automatic,,,,,            Drive          ,4,,56000
Ford,Taurus,2020,90000,Automatic,,,,,            Drive          ,4,,95000
Haval,H6,2019,26000,Automatic,,,,,            Drive          ,4,,58000
Hyundai,Elantra,2017,167000,Automatic,,,,,            Drive          ,4,,54000
Hyundai,Accent,2014,368000,Automatic,,,,,            Drive          ,4,,21000
Mazda,6,2017,153000,Automatic,,,,,            Drive          ,4,,56000
Kia,Sportage,2018,141000,Automatic,,,,,            Drive          ,4,,69000
Chevrolet,Suburban,2015,218000,Automatic,,,,,            Drive          ,8,,89000
Nissan,Patrol,2017,227000,Automatic,,,,,            Drive          ,8,,120000
Porsche,Cayenne,2016,212000,Automatic,,,,,            Drive          ,6,,110000
Hyundai,Accent,2014,158000,Automatic,,,,,            Drive          ,4,,23000
Hyundai,Santa,2013,280000,Automatic,,,,,            Drive          ,6,,41000
Toyota,Hilux,2006,15000,,,White,,,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2010,300000,,,White,,,            Drive          ,,Perfect inside out,12000
Kia,Sportage,2019,62000,,,White,,,            Drive          ,,Perfect inside out,30000
Toyota,Camry,2013,205000,,,White,,,            Drive          ,,Perfect inside out,7000
Toyota,Corolla,2007,300000,,,White,,,            Drive          ,,Perfect inside out,8000
Toyota,Corolla,2010,260000,,,Silver,,,            Drive          ,,Perfect inside out,10000
Hyundai,Sonata,2014,83000,,,Black,,,            Drive          ,,Perfect inside out,40000
Hyundai,Elantra,2015,200000,,,Red,,,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2007,200000,,,Silver,,,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2008,180000,,,Silver,,,            Drive          ,,Perfect inside out,10000
Hyundai,Elantra,2014,136000,,,Gold,,,            Drive          ,,Perfect inside out,16000
Toyota,Land,2013,86000,,,White,,,            Drive          ,,Perfect inside out,26000
Toyota,Land,2010,280000,,,Silver,,,            Drive          ,,Perfect inside out,22000
Toyota,Hiace,2013,300000,,,White,,,            Drive          ,,Perfect inside out,52000
Toyota,Yaris,2020,70000,,,White,,,            Drive          ,,Perfect inside out,45000
Daihatsu,Gran,2015,289000,,,White,,,            Drive          ,,Perfect inside out,24000
Ford,Expedition,2014,162000,Automatic,Petrol,Gray,5.0,,            All Wheel Drive          ,8,Perfect inside out,60000
Kia,Pegas,2020,94000,,,White,,,            Drive          ,,Perfect inside out,34500
Kia,Sportage,2018,115000,,,Red,,,            Drive          ,,Perfect inside out,20000
Toyota,Camry,2013,143000,,,White,,,            Drive          ,,Perfect inside out,11000
Toyota,Rav4,2015,160000,,,Black,,,            Drive          ,,Perfect inside out,38000
Toyota,Corolla,2017,114000,,,White,,,            Drive          ,,Perfect inside out,19000
Hyundai,Elantra,2018,70000,,,White,,,            Drive          ,,Perfect inside out,30000
Hyundai,Accent,2018,56000,,,White,,,            Drive          ,,Perfect inside out,30000
Ford,Mustang,2014,160000,Automatic,Petrol,Blue,2.0,5000.0,            Rear Wheel Drive          ,8,Perfect inside out,89000
Toyota,Camry,2004,205000,,,Blue,,,            Drive          ,,Perfect inside out,5000
Kia,Picanto,2018,50000,,,Black,,,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2013,80000,,,Silver,,,            Drive          ,,Perfect inside out,9000
Hyundai,Elantra,2019,50000,,,Silver,,,            Drive          ,,Perfect inside out,35000
Toyota,Corolla,2012,150000,,,Black,,,            Drive          ,,Perfect inside out,10000
Toyota,Corolla,2006,140000,,,Gold,,,            Drive          ,,Perfect inside out,10000
Toyota,Camry,2010,80000,,,White,,,            Drive          ,,Perfect inside out,13000
Kia,Mohave,2014,160000,,,White,,,            Drive          ,,Perfect inside out,30000
GMC,Yukon,2016,96000,Automatic,Petrol,Purple,5.0,5300.0,            Rear Wheel Drive          ,8,Perfect inside out,124000
Honda,Civic,2009,320000,Automatic,Petrol,Gray,4.0,1800.0,            Front Wheel Drive          ,4,Perfect inside out,22000
Toyota,Corolla,2021,25600,Automatic,Hybrid,Gray,5.0,1798.0,            Front Wheel Drive          ,4,Minor wear and tear,81000
Toyota,Corolla,2007,170000,Automatic,Petrol,Silver,4.0,1600.0,            Rear Wheel Drive          ,4,Perfect inside out,7000
Mercedes-Benz,CLS-Class,2020,29000,Automatic,Petrol,Gray,4.0,2000.0,            All Wheel Drive          ,4,Perfect inside out,320000
Hyundai,Accent,2019,60,Automatic,Petrol,Beige,4.0,1591.0,            Front Wheel Drive          ,4,Perfect inside out,30000
Toyota,FJ,2008,370000,,,White,,,            Drive          ,,Perfect inside out,40000
Hyundai,Accent,2017,175000,,,White,,,            Drive          ,,Perfect inside out,29000
Kia,Rio,2014,223000,,,Black,,,            Drive          ,,Perfect inside out,26000
Kia,Pegas,2020,75000,,,Gold,,,            Drive          ,,Perfect inside out,34000
Toyota,Yaris,2019,95000,,,White,,,            Drive          ,,Perfect inside out,38000
Hyundai,Sonata,2012,240000,,,Brown,,,            Drive          ,,Perfect inside out,24000
Honda,Civic,2004,431000,,,Red,,,            Drive          ,,Perfect inside out,8500
Toyota,Land,2008,500000,,,Silver,,,            Drive          ,,Perfect inside out,36000
Toyota,Land,2006,353000,,,White,,,            Drive          ,,Perfect inside out,34000
Renault,Duster,2015,209000,,,Gray,,,            Drive          ,,Perfect inside out,19500
Honda,Accord,2005,380000,Automatic,Petrol,White,4.0,2356.0,            Front Wheel Drive          ,4,Perfect inside out,13000
Jeep,Liberty,2010,293000,,,Red,,,            Drive          ,,Perfect inside out,25000
Ford,GT,2003,350000,,,Silver,,,            Drive          ,,Perfect inside out,7500
Hyundai,Accent,2019,132000,Automatic,Diesel,White,4.0,1600.0,            Front Wheel Drive          ,4,Perfect inside out,25000
Fiat,Linea,2013,121000,,,White,,,            Drive          ,,Perfect inside out,15000
Chevrolet,Caprice,2009,310000,,,White,,,            Drive          ,,Perfect inside out,25000
Hyundai,Elantra,2009,288000,,,White,,,            Drive          ,,Perfect inside out,15000
Hyundai,Santa,2011,300000,,,White,,,            Drive          ,,Perfect inside out,21500
Ford,Explorer,2006,284000,,,Black,,,            Drive          ,,Perfect inside out,14000
Toyota,Land,2004,36000,,,White,,,            Drive          ,,Perfect inside out,25000
Honda,CR-V,2010,213000,,,Red,,,            Drive          ,,Perfect inside out,30000
Chevrolet,Cruze,2010,145800,Automatic,Petrol,Blue,4.0,1800.0,            Front Wheel Drive          ,4,Perfect inside out,13500
Toyota,Rav4,2013,273000,Automatic,,White,5.0,2500.0,            Rear Wheel Drive          ,4,Perfect inside out,45000
Hyundai,Sonata,2019,56000,,,Blue,,,            Drive          ,,Perfect inside out,35000
Hyundai,Azera,2013,235000,,,Silver,,,            Drive          ,,Perfect inside out,15000
Toyota,Camry,2008,75000,,,Black,,,            Drive          ,,Perfect inside out,15000
Toyota,Corolla,2017,189000,,,Black,,,            Drive          ,,Perfect inside out,30000
Hyundai,Santa,2018,152000,,,White,,,            Drive          ,,Perfect inside out,45000
Toyota,Camry,2011,284000,,,White,,,            Drive          ,,Perfect inside out,15000
Toyota,Corolla,2015,232000,,,Silver,,,            Drive          ,,Perfect inside out,30000
Toyota,Corolla,2015,88000,,,Black,,,            Drive          ,,Perfect inside out,17000
Toyota,Corolla,2009,166000,,,Silver,,,            Drive          ,,Perfect inside out,14000
Ford,Fusion,2012,275,Automatic,Petrol,White,4.0,2500.0,            Front Wheel Drive          ,4,Perfect inside out,23000
Toyota,Corolla,2010,166000,,,Silver,,,            Drive          ,,Perfect inside out,14000
Toyota,Camry,2008,85000,,,White,,,            Drive          ,,Perfect inside out,12000
Toyota,Yaris,2017,200000,,,White,,,            Drive          ,,Perfect inside out,16000
Toyota,Venza,2012,245000,,,White,,,            Drive          ,,Perfect inside out,30000
Toyota,Camry,2014,90000,,,Red,,,            Drive          ,,Perfect inside out,21000
Hyundai,Accent,2020,61000,,,White,,,            Drive          ,,Perfect inside out,30000
Hyundai,Tucson,2017,141000,,,Silver,,,            Drive          ,,Perfect inside out,28000
Toyota,Camry,2008,360000,,,White,,,            Drive          ,,Perfect inside out,13000
Toyota,Camry,2005,300000,,,White,,,            Drive          ,,Perfect inside out,5000
