car_make,car_model,model_year,km,transmission,fuel,color,no_doors,engine_capacity,drive_type,no_cylinders,Accident_history,price
Chevrolet,Epica,2011,268000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,10000
Chevrolet,Tahoe,2015,105000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,88000
Hyundai,Veloster,2016,169000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,39000
Ford,Taurus,2015,300000,Automatic,Petrol,white,,2000.0,            Drive          ,6,Perfect inside out,46000
Hyundai,Genesis,2016,168000,Automatic,Petrol,white,,3800.0,            Drive          ,8,Perfect inside out,65000
Mazda,CX,2021,15000,Automatic,Petrol,white,,1001.0,            Drive          ,4,Perfect inside out,86000
Jeep,Renegade,2016,98000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,40000
Chevrolet,Malibu,2017,150000,Automatic,Petrol,white,,1500.0,            Drive          ,4,Perfect inside out,51000
Nissan,Navara,2010,491000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,10000
Chevrolet,Suburban,2010,269000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,39000
Chevrolet,Camaro,2015,175000,Automatic,Petrol,white,,6162.0,            Drive          ,8,Perfect inside out,71000
Honda,Accord,2018,152000,Automatic,Petrol,white,,1500.0,            Drive          ,4,Perfect inside out,78500
Kia,Rio,2013,191000,Automatic,Petrol,white,,1600.0,            Drive          ,4,Perfect inside out,24000
Hyundai,Sonata,2020,73000,Automatic,Petrol,Yellow,,2400.0,            Drive          ,4,Perfect inside out,75000
Hyundai,Sonata,2017,159000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,40000
Audi,A8,2015,123000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,6,Perfect inside out,117000
Chevrolet,Cruze,2012,255000,Automatic,Petrol,white,,1800.0,            Drive          ,4,Perfect inside out,16000
GMC,Yukon,2013,396000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,50000
Toyota,Rav4,2011,186000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,30000
Ford,Explorer,2011,161000,Automatic,Petrol,white,,3497.0,            Drive          ,6,Perfect inside out,34000
Ford,Expedition,2016,196000,Automatic,Petrol,white,,5400.0,            Drive          ,6,Perfect inside out,71500
Mazda,3,2016,295000,Automatic,Petrol,Brown,,1167.3333333333333,            Drive          ,4,Perfect inside out,35000
Hyundai,Accent,2015,383000,Automatic,Petrol,white,,1591.0,            Drive          ,4,Perfect inside out,20000
Cadillac,XT5,2019,7000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,6,Perfect inside out,170000
Ford,Taurus,2011,363000,Automatic,Petrol,white,,2000.0,            Drive          ,6,Perfect inside out,25000
Chevrolet,Malibu,2018,50000,Automatic,Petrol,white,,1500.0,            Drive          ,4,Perfect inside out,65000
GMC,Yukon,2021,24000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,335000
Toyota,Fortuner,2015,242000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,55000
Mazda,6,2020,99000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,83500
Hyundai,Genesis,2016,190000,Automatic,Petrol,white,,3800.0,            Drive          ,8,Perfect inside out,67000
Ford,Expedition,2013,217000,Automatic,Petrol,white,,5400.0,            Drive          ,8,Perfect inside out,38000
Mazda,CX-9,2016,226000,Automatic,Petrol,white,,2500.0,            Drive          ,6,Perfect inside out,55000
Mitsubishi,Pajero,2015,195000,Automatic,Petrol,white,,3500.0,            Drive          ,6,Perfect inside out,66000
Mercedes-Benz,S-Class,2016,65000,Automatic,Petrol,white,,2999.0,            Drive          ,6,Perfect inside out,250000
Chrysler,300C,2013,288000,Automatic,Petrol,white,,3600.0,            Drive          ,8,Perfect inside out,46000
Toyota,Camry,2022,7,Automatic,Petrol,white,,2500.0,            Drive          ,5,Perfect inside out,149000
Dodge,Charger,2012,192000,Automatic,Petrol,white,,3600.0,            Drive          ,6,Perfect inside out,31000
Dodge,Charger,2013,132000,Automatic,Petrol,white,,3600.0,            Drive          ,6,Perfect inside out,38000
Dodge,Durango,2013,192000,Automatic,Petrol,white,,3600.0,            Drive          ,6,Perfect inside out,36000
Toyota,FJ,2013,333000,Automatic,Petrol,white,,4000.0,            Drive          ,6,Perfect inside out,59000
Toyota,Fortuner,2013,210000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,41000
Toyota,FJ,2015,376000,Automatic,Petrol,white,,4000.0,            Drive          ,6,Perfect inside out,94000
Lexus,LX,2019,37000,Automatic,Petrol,white,,3400.0,            Drive          ,8,Perfect inside out,396000
Changan,CS95,2021,13000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,101500
Mercedes-Benz,G-Class,2016,127000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,8,Perfect inside out,284500
Mercedes-Benz,E-Class,2018,65000,Automatic,Petrol,white,,3400.0,            Drive          ,6,Perfect inside out,261000
Dodge,Challenger,2014,124000,Automatic,Petrol,white,,3602.0,            Drive          ,8,Perfect inside out,85000
Mazda,2,2016,138000,Automatic,Petrol,white,,1.0,            Drive          ,4,Perfect inside out,35000
Jeep,Wrangler,2015,181000,Automatic,Petrol,white,,2000.0,            Drive          ,6,Perfect inside out,110000
Ford,Edge,2014,92000,Automatic,Petrol,white,,2000.0,            Drive          ,6,Perfect inside out,55000
Lexus,LX,2011,281000,Automatic,Petrol,white,,3400.0,            Drive          ,8,Perfect inside out,116000
Chevrolet,Tahoe,2015,234000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,90000
Ford,Expedition,2018,45000,Automatic,Petrol,white,,5400.0,            Drive          ,6,Perfect inside out,152500
Kia,K5,2018,98000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,70000
Mercedes-Benz,E-Class,2017,42000,Automatic,Petrol,white,,3400.0,            Drive          ,4,Perfect inside out,153000
Hyundai,Santa,2017,178000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,62000
Ford,Expedition,2015,131000,Automatic,Petrol,white,,5400.0,            Drive          ,6,Perfect inside out,115000
Toyota,Innova,2020,20000,Automatic,Petrol,white,,1998.0,            Drive          ,4,Perfect inside out,91500
Nissan,Pathfinder,2014,217000,Automatic,Petrol,Silver,4.0,3498.0,            All Wheel Drive          ,6,Minor wear and tear,45500
Lexus,LX450d,2021,10,Automatic,Petrol,White,4.0,5.0,            All Wheel Drive          ,8,Perfect inside out,98000
Dodge,Neon,2017,30000,Automatic,Petrol,White,4.0,1600.0,            Front Wheel Drive          ,4,Minor wear and tear,35000
Hyundai,Accent,2017,143000,Automatic,Petrol,Tan,4.0,1591.0,            Drive          ,NaN,Perfect inside out,21000
Toyota,Corolla,2012,110000,Automatic,Petrol,Silver,,1800.0,            Drive          ,,Perfect inside out,18000
Toyota,Fortuner,2012,218000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,22000
Toyota,Fortuner,2013,280000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,28000
Toyota,Camry,2008,135000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,12000
Toyota,Fortuner,2010,270000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,22000
Hyundai,Accent,2015,76000,Automatic,Petrol,Silver,,1591.0,            Drive          ,,Perfect inside out,18000
Toyota,Land,2011,111000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,32000
Hyundai,Elantra,2014,136000,Automatic,Petrol,Brown,,1800.0,            Drive          ,,Perfect inside out,16000
Toyota,Fortuner,2010,220000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,20000
Toyota,Land,2015,86000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,26000
Toyota,Land,2011,280000,Automatic,Petrol,Silver,,5700.0,            Drive          ,,Perfect inside out,22000
Toyota,Camry,2014,85000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,18000
Toyota,Land,2014,88000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,40000
Toyota,Land,2011,140000,Automatic,Petrol,White,,5700.0,            Drive          ,,Perfect inside out,28000
Mazda,CX-9,2022,12250,Automatic,Petrol,Silver,5.0,2500.0,            All Wheel Drive          ,NaN,Perfect inside out,140000
Toyota,Camry,2009,180000,Automatic,Petrol,Silver,,2500.0,            Drive          ,,Perfect inside out,14000
Toyota,Corolla,2015,113000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,25000
Honda,Accord,2007,220000,Automatic,Petrol,Gold,,1500.0,            Drive          ,,Perfect inside out,15000
Hyundai,Elantra,2020,198000,Automatic,Petrol,Black,,1800.0,            Drive          ,,Perfect inside out,32000
Toyota,Camry,2015,102000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,22000
Kia,Sportage,2018,69000,Automatic,Petrol,Black,,2400.0,            Drive          ,,Perfect inside out,40000
Toyota,Camry,2018,102000,Automatic,Petrol,White,,2500.0,            Drive          ,,Perfect inside out,18000
Ford,Taurus,2011,231000,Automatic,Petrol,Black,,2000.0,            Drive          ,,Perfect inside out,20000
Toyota,Corolla,2003,139000,Automatic,Petrol,White,,1800.0,            Drive          ,,Perfect inside out,7000
Hyundai,Sonata,2018,83000,Automatic,Petrol,Black,,2400.0,            Drive          ,,Perfect inside out,38000
Toyota,Yaris,2015,185000,Automatic,Petrol,Black,,1496.0,            Drive          ,,Perfect inside out,20000
BMW,X4,2018,110000,Automatic,Petrol,Other,,2729.2704912876643,            Drive          ,4,Perfect inside out,140000
Toyota,2.5L,2022,0,Automatic,Petrol,Black,5.0,2494.0,            All Wheel Drive          ,4,Perfect inside out,125000
Land Rover,Rover,2014,200000,Automatic,Petrol,white,,4395.0,            Drive          ,8,Perfect inside out,185000
Mazda,6,2012,174000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,26000
Mazda,CX-9,2013,155000,Automatic,Petrol,white,,2500.0,            Drive          ,6,Perfect inside out,47000
Hyundai,Sonata,2015,82000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,40000
GMC,Sierra,2018,38000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,8,Perfect inside out,132000
Ford,Flex,2015,138000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,6,Perfect inside out,44000
Ford,Edge,2014,208000,Automatic,Petrol,white,,2000.0,            Drive          ,6,Perfect inside out,50000
Chrysler,300C,2014,357000,Automatic,Petrol,white,,3600.0,            Drive          ,6,Perfect inside out,44000
Toyota,Land,2013,342000,Automatic,Petrol,white,,5700.0,            Drive          ,8,Perfect inside out,125000
Kia,Cerato,2019,87000,Automatic,Petrol,white,,2000.0,            Drive          ,4,Perfect inside out,45000
Nissan,Patrol,2017,154000,Manual,Petrol,white,,5552.0,            Drive          ,6,Perfect inside out,98500
GMC,Sierra,2013,76000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,8,Perfect inside out,56000
Kia,Cadenza,2018,193000,Automatic,Petrol,Brown,,2729.2704912876643,            Drive          ,6,Perfect inside out,66000
Audi,A5,2012,237000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,48000
Chevrolet,Caprice,2013,192000,Automatic,Petrol,white,,3253.5,            Drive          ,8,Perfect inside out,53000
Toyota,Yaris,2020,42000,Automatic,Petrol,white,,1496.0,            Drive          ,4,Perfect inside out,46000
Hyundai,Santa,2013,355000,Automatic,Petrol,white,,2400.0,            Drive          ,6,Perfect inside out,41000
Hyundai,Sonata,2019,132000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,71000
Toyota,Camry,2019,81000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,92000
Ford,Expedition,2011,158000,Automatic,Petrol,white,,5400.0,            Drive          ,8,Perfect inside out,46000
Kia,Sorento,2015,273000,Automatic,Petrol,white,,2500.0,            Drive          ,6,Perfect inside out,36000
Toyota,Camry,2019,208000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,72000
Nissan,Patrol,2016,236000,Automatic,Petrol,white,,5552.0,            Drive          ,8,Perfect inside out,120000
Chevrolet,Camaro,2014,43000,Automatic,Petrol,white,,6162.0,            Drive          ,8,Perfect inside out,135000
Hyundai,Elantra,2014,284000,Manual,Petrol,white,,1800.0,            Drive          ,4,Perfect inside out,19000
Mini,Cooper,2019,41000,Automatic,Petrol,white,,1600.0,            Drive          ,3,Perfect inside out,95000
Hyundai,Sonata,2015,195000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,33000
Dodge,Charger,2013,248000,Automatic,Petrol,white,,3600.0,            Drive          ,6,Perfect inside out,40000
BMW,7,2015,124000,Automatic,Petrol,white,,3000.0,            Drive          ,6,Perfect inside out,102000
BMW,X6,2014,193000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,6,Perfect inside out,100000
Kia,Cadenza,2021,45000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,6,Perfect inside out,119000
Fiat,500,2021,15000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,85000
Hyundai,Tucson,2017,187000,Automatic,Petrol,white,,1999.0,            Drive          ,4,Perfect inside out,71500
Jeep,Grand,2017,93000,Automatic,Petrol,white,,1197.0,            Drive          ,6,Perfect inside out,92000
Ford,Explorer,2011,233000,Automatic,Petrol,white,,3497.0,            Drive          ,6,Perfect inside out,41000
Toyota,Avalon,2012,439000,Automatic,Petrol,white,,3456.0,            Drive          ,6,Perfect inside out,18000
Ford,Mustang,2010,45000,Automatic,Petrol,white,,4066.0,            Drive          ,6,Perfect inside out,33000
BMW,7,2014,170000,Automatic,Petrol,white,,3000.0,            Drive          ,6,Perfect inside out,89000
Renault,Duster,2021,32000,Automatic,Petrol,white,,2006.5,            Drive          ,4,Perfect inside out,50000
BMW,X5,2013,157000,Automatic,Petrol,white,,2998.0,            Drive          ,6,Perfect inside out,60000
GAC,GS5,2021,26000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,65000
Dodge,Charger,2014,193000,Automatic,Petrol,white,,3600.0,            Drive          ,8,Perfect inside out,41000
Nissan,Pathfinder,2019,79000,Automatic,Petrol,white,,3498.0,            Drive          ,6,Perfect inside out,92000
Toyota,Fortuner,2011,223000,Manual,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,35000
Ford,Expedition,2012,179000,Automatic,Petrol,white,,5400.0,            Drive          ,8,Perfect inside out,45000
Haval,H6,2020,50000,Automatic,Petrol,white,,1998.0,            Drive          ,4,Perfect inside out,65000
Ford,Taurus,2013,296000,Automatic,Petrol,white,,2000.0,            Drive          ,6,Perfect inside out,41000
Hyundai,Tucson,2018,70000,Automatic,Petrol,white,,1999.0,            Drive          ,4,Perfect inside out,71500
Ford,Flex,2013,298000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,6,Perfect inside out,28000
Kia,Optima,2015,349000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,33000
BMW,7,2016,96000,Automatic,Petrol,white,,3000.0,            Drive          ,8,Perfect inside out,165000
Hyundai,Azera,2015,125000,Automatic,Petrol,white,,3500.0,            Drive          ,6,Perfect inside out,30000
Porsche,Panamera,2010,122000,Automatic,Petrol,white,,2995.0,            Drive          ,8,Perfect inside out,81500
Chevrolet,Tahoe,2012,284000,Automatic,Petrol,white,,5300.0,            Drive          ,8,Perfect inside out,37000
Suzuki,Vitara,2021,14000,Automatic,Petrol,white,,2729.2704912876643,            Drive          ,4,Perfect inside out,65000
Ford,Expedition,2014,211000,Automatic,Petrol,white,,5400.0,            Drive          ,8,Perfect inside out,62000
Nissan,X-Trail,2015,398000,Automatic,Petrol,white,,2500.0,            Drive          ,4,Perfect inside out,45000
Kia,Sportage,2016,154000,Automatic,Petrol,white,,2400.0,            Drive          ,4,Perfect inside out,45000
